date,home_team,away_team,neutral,home_score,away_score,competition,synthetic
2022-11-24,Brazil,Serbia,1,2,0,FIFA World Cup,0
2022-11-24,Uruguay,South Korea,1,0,0,FIFA World Cup,0
2022-11-24,Portugal,Ghana,1,3,2,FIFA World Cup,0
2022-11-25,Qatar,Senegal,0,1,3,FIFA World Cup,0
2022-11-25,Netherlands,Ecuador,1,1,1,FIFA World Cup,0
2022-11-25,Wales,Iran,1,0,2,FIFA World Cup,0
2022-11-25,England,United States,1,0,0,FIFA World Cup,0
2022-11-26,Poland,Saudi Arabia,1,2,0,FIFA World Cup,0
2022-11-26,Argentina,Mexico,1,2,0,FIFA World Cup,0
2022-11-26,Tunisia,Australia,1,0,1,FIFA World Cup,0
2022-11-26,France,Denmark,1,2,1,FIFA World Cup,0
2022-11-27,Japan,Costa Rica,1,0,1,FIFA World Cup,0
2022-11-27,Spain,Germany,1,1,1,FIFA World Cup,0
2022-11-27,Belgium,Morocco,1,0,2,FIFA World Cup,0
2022-11-27,Croatia,Canada,1,4,1,FIFA World Cup,0
2022-11-28,Brazil,Switzerland,1,1,0,FIFA World Cup,0
2022-11-28,South Korea,Ghana,1,2,3,FIFA World Cup,0
2022-11-28,Portugal,Uruguay,1,2,0,FIFA World Cup,0
2022-11-29,Ecuador,Senegal,1,1,2,FIFA World Cup,0
2022-11-29,Qatar,Netherlands,0,0,2,FIFA World Cup,0
2022-11-29,Wales,England,1,0,3,FIFA World Cup,0
2022-11-29,Iran,United States,1,0,1,FIFA World Cup,0
2022-11-30,Poland,Argentina,1,0,2,FIFA World Cup,0
2022-11-30,Saudi Arabia,Mexico,1,1,2,FIFA World Cup,0
2022-11-30,Australia,Denmark,1,1,0,FIFA World Cup,0
2022-11-30,Tunisia,France,1,1,0,FIFA World Cup,0
2022-12-01,Japan,Spain,1,2,1,FIFA World Cup,0
2022-12-01,Costa Rica,Germany,1,2,4,FIFA World Cup,0
2022-12-01,Croatia,Belgium,1,0,0,FIFA World Cup,0
2022-12-01,Canada,Morocco,1,1,2,FIFA World Cup,0
2022-12-02,Serbia,Switzerland,1,2,3,FIFA World Cup,0
2022-12-02,Cameroon,Brazil,1,1,0,FIFA World Cup,0
2022-12-02,Ghana,Uruguay,1,0,2,FIFA World Cup,0
2022-12-02,South Korea,Portugal,1,2,1,FIFA World Cup,0
2022-12-03,Netherlands,United States,1,3,1,FIFA World Cup,0
2022-12-03,Argentina,Australia,1,2,1,FIFA World Cup,0
2022-12-04,France,Poland,1,3,1,FIFA World Cup,0
2022-12-04,England,Senegal,1,3,0,FIFA World Cup,0
2022-12-05,Japan,Croatia,1,1,1,FIFA World Cup,0
2022-12-05,Brazil,South Korea,1,4,1,FIFA World Cup,0
2022-12-06,Morocco,Spain,1,0,0,FIFA World Cup,0
2022-12-06,Portugal,Switzerland,1,6,1,FIFA World Cup,0
2022-12-09,Croatia,Brazil,1,1,1,FIFA World Cup,0
2022-12-09,Netherlands,Argentina,1,2,2,FIFA World Cup,0
2022-12-10,Morocco,Portugal,1,1,0,FIFA World Cup,0
2022-12-10,England,France,1,1,2,FIFA World Cup,0
2022-12-13,Argentina,Croatia,1,3,0,FIFA World Cup,0
2022-12-14,France,Morocco,1,2,0,FIFA World Cup,0
2022-12-17,Croatia,Morocco,1,2,1,FIFA World Cup,0
2022-12-18,Argentina,France,1,3,3,FIFA World Cup,0
2022-12-30,Iraq,Kuwait,0,1,0,Friendly,0
2023-01-06,Iraq,Oman,0,0,0,Gulf Cup,0
2023-01-06,Yemen,Saudi Arabia,1,0,2,Gulf Cup,0
2023-01-07,Kuwait,Qatar,1,0,2,Gulf Cup,0
2023-01-09,Sweden,Finland,1,2,0,Friendly,0
2023-01-09,Iraq,Saudi Arabia,0,2,0,Gulf Cup,0
2023-01-10,Qatar,Bahrain,1,1,2,Gulf Cup,0
2023-01-12,Sweden,Iceland,1,2,1,Friendly,0
2023-01-12,Iraq,Yemen,0,5,0,Gulf Cup,0
2023-01-12,Saudi Arabia,Oman,1,1,2,Gulf Cup,0
2023-01-13,Qatar,United Arab Emirates,1,1,1,Gulf Cup,0
2023-01-16,Iraq,Qatar,0,2,1,Gulf Cup,0
2023-01-19,Iraq,Oman,0,3,2,Gulf Cup,0
2023-01-25,United States,Serbia,0,1,2,Friendly,0
2023-01-28,United States,Colombia,0,0,0,Friendly,0
2023-03-12,Guatemala,Panama,1,1,1,Friendly,0
2023-03-23,Argentina,Panama,0,2,0,Friendly,0
2023-03-23,Iran,Russia,0,1,1,Friendly,0
2023-03-23,New Zealand,China,0,0,0,Friendly,0
2023-03-23,Ghana,Angola,0,1,0,African Cup of Nations qualification,0
2023-03-23,Algeria,Niger,0,2,1,African Cup of Nations qualification,0
2023-03-23,Italy,England,0,1,2,UEFA Euro qualification,0
2023-03-23,Portugal,Liechtenstein,0,4,0,UEFA Euro qualification,0
2023-03-23,Bosnia and Herzegovina,Iceland,0,3,0,UEFA Euro qualification,0
2023-03-23,Suriname,Mexico,0,0,2,CONCACAF Nations League,0
2023-03-24,Australia,Ecuador,0,3,1,Friendly,0
2023-03-24,Japan,Uruguay,0,1,1,Friendly,0
2023-03-24,South Korea,Colombia,0,2,2,Friendly,0
2023-03-24,Saudi Arabia,Venezuela,0,1,2,Friendly,0
2023-03-24,Uzbekistan,Bolivia,1,1,0,Friendly,0
2023-03-24,Cape Verde,Eswatini,0,0,0,African Cup of Nations qualification,0
2023-03-24,Egypt,Malawi,0,2,0,African Cup of Nations qualification,0
2023-03-24,Ivory Coast,Comoros,0,3,1,African Cup of Nations qualification,0
2023-03-24,DR Congo,Mauritania,1,3,1,African Cup of Nations qualification,0
2023-03-24,Tunisia,Libya,0,3,0,African Cup of Nations qualification,0
2023-03-24,South Africa,Liberia,0,2,2,African Cup of Nations qualification,0
2023-03-24,Senegal,Mozambique,0,5,1,African Cup of Nations qualification,0
2023-03-24,France,Netherlands,0,4,0,UEFA Euro qualification,0
2023-03-24,Czech Republic,Poland,0,3,1,UEFA Euro qualification,0
2023-03-24,Austria,Azerbaijan,0,4,1,UEFA Euro qualification,0
2023-03-24,Sweden,Belgium,0,0,3,UEFA Euro qualification,0
2023-03-24,Grenada,United States,0,1,7,CONCACAF Nations League,0
2023-03-25,Germany,Peru,0,2,0,Friendly,0
2023-03-25,Morocco,Brazil,0,2,1,Friendly,0
2023-03-25,Scotland,Cyprus,0,3,0,UEFA Euro qualification,0
2023-03-25,Spain,Norway,0,3,0,UEFA Euro qualification,0
2023-03-25,Croatia,Wales,0,1,1,UEFA Euro qualification,0
2023-03-25,Armenia,Turkey,0,1,2,UEFA Euro qualification,0
2023-03-25,Belarus,Switzerland,1,0,5,UEFA Euro qualification,0
2023-03-25,Curacao,Canada,0,0,2,CONCACAF Nations League,0
2023-03-25,Montserrat,Haiti,0,0,4,CONCACAF Nations League,0
2023-03-26,New Zealand,China,0,2,1,Friendly,0
2023-03-26,Russia,Iraq,0,2,0,Friendly,0
2023-03-26,England,Ukraine,0,2,0,UEFA Euro qualification,0
2023-03-26,Luxembourg,Portugal,0,0,6,UEFA Euro qualification,0
2023-03-26,Slovakia,Bosnia and Herzegovina,0,2,0,UEFA Euro qualification,0
2023-03-26,Mexico,Jamaica,0,2,2,CONCACAF Nations League,0
2023-03-27,Chile,Paraguay,0,3,2,Friendly,0
2023-03-27,Angola,Ghana,0,1,1,African Cup of Nations qualification,0
2023-03-27,Niger,Algeria,1,0,1,African Cup of Nations qualification,0
2023-03-27,Ireland,France,0,0,1,UEFA Euro qualification,0
2023-03-27,Netherlands,Gibraltar,0,3,0,UEFA Euro qualification,0
2023-03-27,Moldova,Czech Republic,0,0,0,UEFA Euro qualification,0
2023-03-27,Austria,Estonia,0,2,1,UEFA Euro qualification,0
2023-03-27,Sweden,Azerbaijan,0,5,0,UEFA Euro qualification,0
2023-03-27,United States,El Salvador,0,1,0,CONCACAF Nations League,0
2023-03-28,Argentina,Curacao,0,7,0,Friendly,0
2023-03-28,Australia,Ecuador,0,1,2,Friendly,0
2023-03-28,Germany,Belgium,0,2,3,Friendly,0
2023-03-28,Iran,Kenya,0,2,1,Friendly,0
2023-03-28,Japan,Colombia,0,1,2,Friendly,0
2023-03-28,Jordan,Philippines,1,4,0,Friendly,0
2023-03-28,South Korea,Uruguay,0,1,2,Friendly,0
2023-03-28,Morocco,Peru,1,0,0,Friendly,0
2023-03-28,Saudi Arabia,Bolivia,0,1,2,Friendly,0
2023-03-28,Uzbekistan,Venezuela,1,1,1,Friendly,0
2023-03-28,Eswatini,Cape Verde,1,0,1,African Cup of Nations qualification,0
2023-03-28,Malawi,Egypt,0,0,4,African Cup of Nations qualification,0
2023-03-28,Comoros,Ivory Coast,0,0,2,African Cup of Nations qualification,0
2023-03-28,Mauritania,DR Congo,0,1,1,African Cup of Nations qualification,0
2023-03-28,Libya,Tunisia,0,0,1,African Cup of Nations qualification,0
2023-03-28,Liberia,South Africa,0,1,2,African Cup of Nations qualification,0
2023-03-28,Mozambique,Senegal,0,0,1,African Cup of Nations qualification,0
2023-03-28,Scotland,Spain,0,2,0,UEFA Euro qualification,0
2023-03-28,Georgia,Norway,0,1,1,UEFA Euro qualification,0
2023-03-28,Turkey,Croatia,0,0,2,UEFA Euro qualification,0
2023-03-28,Switzerland,Israel,0,3,0,UEFA Euro qualification,0
2023-03-28,Costa Rica,Panama,0,0,1,CONCACAF Nations League,0
2023-03-28,Canada,Honduras,0,4,1,CONCACAF Nations League,0
2023-03-28,Haiti,Bermuda,1,3,1,CONCACAF Nations League,0
2023-04-19,United States,Mexico,0,1,1,Friendly,0
2023-06-07,Mexico,Guatemala,0,2,0,Friendly,0
2023-06-10,Mexico,Cameroon,1,2,2,Friendly,0
2023-06-10,Panama,Nicaragua,0,3,2,Friendly,0
2023-06-11,Uzbekistan,Oman,0,3,0,CAFA Nations Cup,0
2023-06-12,Germany,Ukraine,0,3,3,Friendly,0
2023-06-12,Morocco,Cape Verde,0,0,0,Friendly,0
2023-06-13,Iran,Afghanistan,1,6,1,CAFA Nations Cup,0
2023-06-13,Curacao,Costa Rica,1,0,0,Friendly,0
2023-06-14,DR Congo,Uganda,1,1,0,Friendly,0
2023-06-14,Uruguay,Nicaragua,0,4,1,Friendly,0
2023-06-14,Netherlands,Croatia,0,2,4,UEFA Nations League,0
2023-06-14,Uzbekistan,Turkmenistan,0,2,0,CAFA Nations Cup,0
2023-06-14,Guinea,Egypt,1,1,2,African Cup of Nations qualification,0
2023-06-15,Panama,Canada,1,0,2,CONCACAF Nations League,0
2023-06-15,United States,Mexico,0,3,0,CONCACAF Nations League,0
2023-06-15,Argentina,Australia,1,2,0,Friendly,0
2023-06-15,Jamaica,Qatar,1,1,2,Friendly,0
2023-06-15,Japan,El Salvador,0,6,0,Friendly,0
2023-06-15,Spain,Italy,1,2,1,UEFA Nations League,0
2023-06-16,Curacao,Saint Kitts and Nevis,1,1,1,Gold Cup qualification,0
2023-06-16,Colombia,Iraq,1,1,0,Friendly,0
2023-06-16,South Korea,Peru,0,0,1,Friendly,0
2023-06-16,Poland,Germany,0,1,0,Friendly,0
2023-06-16,Serbia,Jordan,1,3,2,Friendly,0
2023-06-16,Sweden,New Zealand,0,4,1,Friendly,0
2023-06-16,Gibraltar,France,1,0,3,UEFA Euro qualification,0
2023-06-16,Malta,England,0,0,4,UEFA Euro qualification,0
2023-06-16,Latvia,Turkey,0,2,3,UEFA Euro qualification,0
2023-06-16,Andorra,Switzerland,0,1,2,UEFA Euro qualification,0
2023-06-16,Kyrgyzstan,Iran,0,1,5,CAFA Nations Cup,0
2023-06-17,Brazil,Guinea,1,4,1,Friendly,0
2023-06-17,Ecuador,Bolivia,1,1,0,Friendly,0
2023-06-17,Norway,Scotland,0,1,2,UEFA Euro qualification,0
2023-06-17,Faroe Islands,Czech Republic,0,0,3,UEFA Euro qualification,0
2023-06-17,Belgium,Austria,0,1,1,UEFA Euro qualification,0
2023-06-17,Portugal,Bosnia and Herzegovina,0,3,0,UEFA Euro qualification,0
2023-06-17,Uzbekistan,Tajikistan,0,5,1,CAFA Nations Cup,0
2023-06-17,Zambia,Ivory Coast,0,3,0,African Cup of Nations qualification,0
2023-06-17,Equatorial Guinea,Tunisia,0,1,0,African Cup of Nations qualification,0
2023-06-17,South Africa,Morocco,0,2,1,African Cup of Nations qualification,0
2023-06-17,Benin,Senegal,0,1,1,African Cup of Nations qualification,0
2023-06-18,Panama,Mexico,1,0,1,CONCACAF Nations League,0
2023-06-18,United States,Canada,0,2,0,CONCACAF Nations League,0
2023-06-18,Egypt,South Sudan,0,3,0,Friendly,0
2023-06-18,Paraguay,Nicaragua,0,2,0,Friendly,0
2023-06-18,Netherlands,Italy,0,2,3,UEFA Nations League,0
2023-06-18,Croatia,Spain,1,0,0,UEFA Nations League,0
2023-06-18,Cape Verde,Burkina Faso,0,3,1,African Cup of Nations qualification,0
2023-06-18,Madagascar,Ghana,0,0,0,African Cup of Nations qualification,0
2023-06-18,Uganda,Algeria,1,1,2,African Cup of Nations qualification,0
2023-06-18,Gabon,DR Congo,0,0,2,African Cup of Nations qualification,0
2023-06-19,Indonesia,Argentina,0,0,2,Friendly,0
2023-06-19,Jamaica,Jordan,1,1,2,Friendly,0
2023-06-19,France,Greece,0,1,0,UEFA Euro qualification,0
2023-06-19,England,North Macedonia,0,7,0,UEFA Euro qualification,0
2023-06-19,Turkey,Wales,0,2,0,UEFA Euro qualification,0
2023-06-19,Switzerland,Romania,0,2,2,UEFA Euro qualification,0
2023-06-20,Algeria,Tunisia,0,1,1,Friendly,0
2023-06-20,Brazil,Senegal,1,2,4,Friendly,0
2023-06-20,Ecuador,Costa Rica,1,3,1,Friendly,0
2023-06-20,Germany,Colombia,0,0,2,Friendly,0
2023-06-20,Haiti,Trinidad and Tobago,1,0,0,Friendly,0
2023-06-20,Japan,Peru,0,4,1,Friendly,0
2023-06-20,South Korea,El Salvador,0,1,1,Friendly,0
2023-06-20,Montenegro,Czech Republic,0,1,4,Friendly,0
2023-06-20,Uruguay,Cuba,0,2,0,Friendly,0
2023-06-20,Scotland,Georgia,0,2,0,UEFA Euro qualification,0
2023-06-20,Norway,Cyprus,0,3,1,UEFA Euro qualification,0
2023-06-20,Austria,Sweden,0,2,0,UEFA Euro qualification,0
2023-06-20,Estonia,Belgium,0,0,3,UEFA Euro qualification,0
2023-06-20,Iceland,Portugal,0,0,1,UEFA Euro qualification,0
2023-06-20,Bosnia and Herzegovina,Luxembourg,0,0,2,UEFA Euro qualification,0
2023-06-20,Uzbekistan,Iran,0,0,1,CAFA Nations Cup,0
2023-06-24,United States,Jamaica,0,1,1,Gold Cup,0
2023-06-25,Haiti,Qatar,1,2,1,Gold Cup,0
2023-06-25,Mexico,Honduras,1,4,0,Gold Cup,0
2023-06-26,Costa Rica,Panama,1,1,2,Gold Cup,0
2023-06-27,Canada,Guadeloupe,0,2,2,Gold Cup,0
2023-06-28,United States,Saint Kitts and Nevis,0,6,0,Gold Cup,0
2023-06-29,Qatar,Honduras,1,1,1,Gold Cup,0
2023-06-29,Haiti,Mexico,1,1,3,Gold Cup,0
2023-06-30,Martinique,Panama,1,1,2,Gold Cup,0
2023-07-01,Guatemala,Canada,1,0,0,Gold Cup,0
2023-07-02,United States,Trinidad and Tobago,0,6,0,Gold Cup,0
2023-07-02,Honduras,Haiti,1,2,1,Gold Cup,0
2023-07-02,Mexico,Qatar,1,0,1,Gold Cup,0
2023-07-04,Panama,El Salvador,1,2,2,Gold Cup,0
2023-07-04,Canada,Cuba,1,4,2,Gold Cup,0
2023-07-05,South Africa,Namibia,0,1,1,COSAFA Cup,0
2023-07-08,Panama,Qatar,1,4,0,Gold Cup,0
2023-07-08,Mexico,Costa Rica,1,2,0,Gold Cup,0
2023-07-08,South Africa,Botswana,0,2,1,COSAFA Cup,0
2023-07-09,United States,Canada,0,2,2,Gold Cup,0
2023-07-11,South Africa,Eswatini,0,2,1,COSAFA Cup,0
2023-07-12,United States,Panama,0,1,1,Gold Cup,0
2023-07-12,Jamaica,Mexico,1,0,3,Gold Cup,0
2023-07-14,South Africa,Zambia,0,1,2,COSAFA Cup,0
2023-07-16,Mexico,Panama,1,1,0,Gold Cup,0
2023-07-16,South Africa,Malawi,0,0,0,COSAFA Cup,0
2023-08-27,Bolivia,Panama,0,1,2,Friendly,0
2023-09-07,Trinidad and Tobago,Curacao,0,1,0,CONCACAF Nations League,0
2023-09-07,Panama,Martinique,0,3,0,CONCACAF Nations League,0
2023-09-07,Colombia,Venezuela,0,1,0,FIFA World Cup qualification,0
2023-09-07,Paraguay,Peru,0,0,0,FIFA World Cup qualification,0
2023-09-07,Argentina,Ecuador,0,1,0,FIFA World Cup qualification,0
2023-09-07,Austria,Moldova,0,1,1,Friendly,0
2023-09-07,Bulgaria,Iran,0,0,1,Friendly,0
2023-09-07,Norway,Jordan,0,6,0,Friendly,0
2023-09-07,Qatar,Kenya,0,1,2,Friendly,0
2023-09-07,Wales,South Korea,0,0,0,Friendly,0
2023-09-07,Ghana,Central African Republic,0,2,1,African Cup of Nations qualification,0
2023-09-07,Algeria,Tanzania,0,0,0,African Cup of Nations qualification,0
2023-09-07,Tunisia,Botswana,0,3,0,African Cup of Nations qualification,0
2023-09-07,France,Ireland,0,2,0,UEFA Euro qualification,0
2023-09-07,Netherlands,Greece,0,3,0,UEFA Euro qualification,0
2023-09-07,Czech Republic,Albania,0,1,1,UEFA Euro qualification,0
2023-09-07,Iraq,India,1,2,2,King's Cup,0
2023-09-08,Haiti,Cuba,1,0,0,CONCACAF Nations League,0
2023-09-08,Uruguay,Chile,0,3,1,FIFA World Cup qualification,0
2023-09-08,Brazil,Bolivia,0,5,1,FIFA World Cup qualification,0
2023-09-08,Costa Rica,Saudi Arabia,1,3,1,Friendly,0
2023-09-08,Egypt,Ethiopia,0,1,0,African Cup of Nations qualification,0
2023-09-08,Georgia,Spain,0,1,7,UEFA Euro qualification,0
2023-09-08,Cyprus,Scotland,0,0,3,UEFA Euro qualification,0
2023-09-08,Croatia,Latvia,0,5,0,UEFA Euro qualification,0
2023-09-08,Turkey,Armenia,0,1,1,UEFA Euro qualification,0
2023-09-08,Bosnia and Herzegovina,Liechtenstein,0,2,1,UEFA Euro qualification,0
2023-09-08,Slovakia,Portugal,0,0,1,UEFA Euro qualification,0
2023-09-09,Germany,Japan,0,1,4,Friendly,0
2023-09-09,Mexico,Australia,1,2,2,Friendly,0
2023-09-09,South Africa,Namibia,0,0,0,Friendly,0
2023-09-09,United States,Uzbekistan,0,3,0,Friendly,0
2023-09-09,Ivory Coast,Lesotho,0,1,0,African Cup of Nations qualification,0
2023-09-09,DR Congo,Sudan,0,2,0,African Cup of Nations qualification,0
2023-09-09,Rwanda,Senegal,0,1,1,African Cup of Nations qualification,0
2023-09-09,Ukraine,England,1,1,1,UEFA Euro qualification,0
2023-09-09,Azerbaijan,Belgium,0,0,1,UEFA Euro qualification,0
2023-09-09,Estonia,Sweden,0,0,5,UEFA Euro qualification,0
2023-09-09,Kosovo,Switzerland,0,2,2,UEFA Euro qualification,0
2023-09-10,Guatemala,Panama,0,1,1,CONCACAF Nations League,0
2023-09-10,Martinique,Curacao,0,1,0,CONCACAF Nations League,0
2023-09-10,Hungary,Czech Republic,0,1,1,Friendly,0
2023-09-10,Togo,Cape Verde,0,3,2,African Cup of Nations qualification,0
2023-09-10,Ireland,Netherlands,0,1,2,UEFA Euro qualification,0
2023-09-10,Thailand,Iraq,0,2,2,King's Cup,0
2023-09-11,Armenia,Croatia,0,0,1,UEFA Euro qualification,0
2023-09-11,Iceland,Bosnia and Herzegovina,0,1,0,UEFA Euro qualification,0
2023-09-11,Portugal,Luxembourg,0,9,0,UEFA Euro qualification,0
2023-09-12,Jamaica,Haiti,0,2,2,CONCACAF Nations League,0
2023-09-12,Bolivia,Argentina,0,0,3,FIFA World Cup qualification,0
2023-09-12,Ecuador,Uruguay,0,2,1,FIFA World Cup qualification,0
2023-09-12,Venezuela,Paraguay,0,1,0,FIFA World Cup qualification,0
2023-09-12,Peru,Brazil,0,0,1,FIFA World Cup qualification,0
2023-09-12,Chile,Colombia,0,0,0,FIFA World Cup qualification,0
2023-09-12,Azerbaijan,Jordan,0,2,1,Friendly,0
2023-09-12,Egypt,Tunisia,0,1,3,Friendly,0
2023-09-12,Germany,France,0,2,1,Friendly,0
2023-09-12,Qatar,Russia,0,1,1,Friendly,0
2023-09-12,Ghana,Liberia,0,3,1,Friendly,0
2023-09-12,Iran,Angola,0,4,0,Friendly,0
2023-09-12,Japan,Turkey,1,4,2,Friendly,0
2023-09-12,South Korea,Saudi Arabia,1,1,0,Friendly,0
2023-09-12,Mexico,Uzbekistan,1,3,3,Friendly,0
2023-09-12,Morocco,Burkina Faso,1,1,0,Friendly,0
2023-09-12,Scotland,England,0,1,3,Friendly,0
2023-09-12,Senegal,Algeria,0,0,1,Friendly,0
2023-09-12,South Africa,DR Congo,0,1,0,Friendly,0
2023-09-12,United States,Oman,0,4,0,Friendly,0
2023-09-12,Norway,Georgia,0,2,1,UEFA Euro qualification,0
2023-09-12,Spain,Cyprus,0,6,0,UEFA Euro qualification,0
2023-09-12,Belgium,Estonia,0,5,0,UEFA Euro qualification,0
2023-09-12,Sweden,Austria,0,1,3,UEFA Euro qualification,0
2023-09-12,Switzerland,Andorra,0,3,0,UEFA Euro qualification,0
2023-10-12,Suriname,Haiti,0,1,1,CONCACAF Nations League,0
2023-10-12,Colombia,Uruguay,0,2,2,FIFA World Cup qualification,0
2023-10-12,Bolivia,Ecuador,0,1,2,FIFA World Cup qualification,0
2023-10-12,Argentina,Paraguay,0,1,0,FIFA World Cup qualification,0
2023-10-12,Brazil,Venezuela,0,1,1,FIFA World Cup qualification,0
2023-10-12,Algeria,Cape Verde,0,5,1,Friendly,0
2023-10-12,Egypt,Zambia,1,1,0,Friendly,0
2023-10-12,Sweden,Moldova,0,3,1,Friendly,0
2023-10-12,Spain,Scotland,0,2,0,UEFA Euro qualification,0
2023-10-12,Cyprus,Norway,0,0,4,UEFA Euro qualification,0
2023-10-12,Croatia,Turkey,0,0,1,UEFA Euro qualification,0
2023-10-12,Albania,Czech Republic,0,3,0,UEFA Euro qualification,0
2023-10-13,Curacao,Panama,0,1,2,CONCACAF Nations League,0
2023-10-13,DR Congo,New Zealand,1,1,1,Friendly,0
2023-10-13,England,Australia,0,1,0,Friendly,0
2023-10-13,Iraq,Qatar,1,0,0,Friendly,0
2023-10-13,Japan,Canada,0,4,1,Friendly,0
2023-10-13,South Korea,Tunisia,0,4,0,Friendly,0
2023-10-13,Nigeria,Saudi Arabia,1,2,2,Friendly,0
2023-10-13,South Africa,Eswatini,0,0,0,Friendly,0
2023-10-13,Vietnam,Uzbekistan,1,0,2,Friendly,0
2023-10-13,Netherlands,France,0,1,2,UEFA Euro qualification,0
2023-10-13,Austria,Belgium,0,2,3,UEFA Euro qualification,0
2023-10-13,Portugal,Slovakia,0,3,2,UEFA Euro qualification,0
2023-10-13,Liechtenstein,Bosnia and Herzegovina,0,0,2,UEFA Euro qualification,0
2023-10-14,Ivory Coast,Morocco,0,1,1,Friendly,0
2023-10-14,Mexico,Ghana,1,2,0,Friendly,0
2023-10-14,United States,Germany,0,1,3,Friendly,0
2023-10-15,Haiti,Jamaica,1,2,3,CONCACAF Nations League,0
2023-10-15,Norway,Spain,0,0,1,UEFA Euro qualification,0
2023-10-15,Wales,Croatia,0,2,1,UEFA Euro qualification,0
2023-10-15,Turkey,Latvia,0,4,0,UEFA Euro qualification,0
2023-10-15,Czech Republic,Faroe Islands,0,1,0,UEFA Euro qualification,0
2023-10-15,Switzerland,Belarus,0,3,3,UEFA Euro qualification,0
2023-10-16,Algeria,Egypt,1,1,1,Friendly,0
2023-10-16,China,Uzbekistan,0,1,2,Friendly,0
2023-10-16,Senegal,Cameroon,1,1,0,Friendly,0
2023-10-16,Greece,Netherlands,0,0,1,UEFA Euro qualification,0
2023-10-16,Azerbaijan,Austria,0,0,1,UEFA Euro qualification,0
2023-10-16,Belgium,Sweden,0,1,1,UEFA Euro qualification,0
2023-10-16,Bosnia and Herzegovina,Portugal,0,0,5,UEFA Euro qualification,0
2023-10-17,Panama,Guatemala,0,3,0,CONCACAF Nations League,0
2023-10-17,Curacao,Trinidad and Tobago,0,5,3,CONCACAF Nations League,0
2023-10-17,Ecuador,Colombia,0,0,0,FIFA World Cup qualification,0
2023-10-17,Paraguay,Bolivia,0,1,0,FIFA World Cup qualification,0
2023-10-17,Peru,Argentina,0,0,2,FIFA World Cup qualification,0
2023-10-17,Uruguay,Brazil,0,2,0,FIFA World Cup qualification,0
2023-10-17,Angola,DR Congo,1,0,0,Friendly,0
2023-10-17,Australia,New Zealand,1,2,0,Soccer Ashes,0
2023-10-17,Cape Verde,Comoros,0,1,2,Friendly,0
2023-10-17,France,Scotland,0,4,1,Friendly,0
2023-10-17,Ivory Coast,South Africa,0,1,1,Friendly,0
2023-10-17,South Korea,Vietnam,0,6,0,Friendly,0
2023-10-17,Mali,Saudi Arabia,1,3,1,Friendly,0
2023-10-17,Mexico,Germany,1,2,2,Friendly,0
2023-10-17,United States,Ghana,0,4,0,Friendly,0
2023-10-17,Morocco,Liberia,0,3,0,African Cup of Nations qualification,0
2023-10-17,England,Italy,0,3,1,UEFA Euro qualification,0
2023-11-15,DR Congo,Mauritania,0,2,0,FIFA World Cup qualification,0
2023-11-15,Belgium,Serbia,0,1,0,Friendly,0
2023-11-15,Israel,Switzerland,1,1,1,UEFA Euro qualification,0
2023-11-16,Costa Rica,Panama,0,0,3,CONCACAF Nations League,0
2023-11-16,United States,Trinidad and Tobago,0,3,0,CONCACAF Nations League,0
2023-11-16,Venezuela,Ecuador,0,0,0,FIFA World Cup qualification,0
2023-11-16,Colombia,Brazil,0,2,1,FIFA World Cup qualification,0
2023-11-16,Argentina,Uruguay,0,0,2,FIFA World Cup qualification,0
2023-11-16,Chile,Paraguay,0,0,0,FIFA World Cup qualification,0
2023-11-16,Qatar,Afghanistan,0,8,1,FIFA World Cup qualification,0
2023-11-16,Japan,Myanmar,0,5,0,FIFA World Cup qualification,0
2023-11-16,South Korea,Singapore,0,5,0,FIFA World Cup qualification,0
2023-11-16,Iran,Hong Kong,0,4,0,FIFA World Cup qualification,0
2023-11-16,Turkmenistan,Uzbekistan,0,1,3,FIFA World Cup qualification,0
2023-11-16,Iraq,Indonesia,0,5,1,FIFA World Cup qualification,0
2023-11-16,Tajikistan,Jordan,0,1,1,FIFA World Cup qualification,0
2023-11-16,Saudi Arabia,Pakistan,0,4,0,FIFA World Cup qualification,0
2023-11-16,Australia,Bangladesh,0,7,0,FIFA World Cup qualification,0
2023-11-16,Egypt,Djibouti,0,6,0,FIFA World Cup qualification,0
2023-11-16,Cape Verde,Angola,0,0,0,FIFA World Cup qualification,0
2023-11-16,Algeria,Somalia,0,3,1,FIFA World Cup qualification,0
2023-11-16,Curacao,El Salvador,0,1,1,Friendly,0
2023-11-16,Norway,Faroe Islands,0,2,0,Friendly,0
2023-11-16,Cyprus,Spain,0,1,3,UEFA Euro qualification,0
2023-11-16,Georgia,Scotland,0,2,2,UEFA Euro qualification,0
2023-11-16,Estonia,Austria,0,0,2,UEFA Euro qualification,0
2023-11-16,Azerbaijan,Sweden,0,3,0,UEFA Euro qualification,0
2023-11-16,Liechtenstein,Portugal,0,0,2,UEFA Euro qualification,0
2023-11-16,Luxembourg,Bosnia and Herzegovina,0,4,1,UEFA Euro qualification,0
2023-11-17,Honduras,Mexico,0,2,0,CONCACAF Nations League,0
2023-11-17,Ivory Coast,Seychelles,0,9,0,FIFA World Cup qualification,0
2023-11-17,Tunisia,São Tomé and Príncipe,0,4,0,FIFA World Cup qualification,0
2023-11-17,Ghana,Madagascar,0,1,0,FIFA World Cup qualification,0
